Date,Time,R_or_D,Before_or_After_Shooting,screen_name,text,case,race,mentions_terror,Shooting_related_terrorism
7/15/16,14:22:29,R,Before,RepWalberg,A dark day for our ally France after yet another horrific act of terror. Praying for the victims and their families. https://t.co/IUPqqEqHqO,France Attacks,,1,0
5/21/14,13:21:25,R,Before,petehoekstra,@TheIPT #Islamist #Terror Watchdog in @nytimes: Radical #Jihadists Engaged in Stealth Campaign to Silence Free Speech http://t.co/Uka2cKvx1c,General-Islamic,,1,0
4/19/13,18:27:01,R,Before,petehoekstra,INITIAL reports on background of Boston terrorists raises multiple red flags of concern.,Inside,,1,0
2/23/16,16:24:32,R,Before,repjohnkline,Transferring known terrorists to U.S. soil is dangerous. I will continue to fight against such a move that would weaken our nat'l security.,General,,1,0
9/29/15,22:18:52,R,Before,RepErikPaulsen,#Notonecent to Iran until they pay the victims of their terror. $43 billion still needs to be paid.  http://t.co/mRw3s7u0m5,General-Iran,,1,0
6/10/16,0:21:00,R,Before,MicheleBachmann,"US taxpayers paid $1.7 billion of Iran's 2017 military budget!  Terrorist financing, which is blatantly criminal. 
https://t.co/cpiKTW35ie",General-Iran,,1,0
11/30/15,16:19:05,R,Before,MicheleBachmann,"Bringing terrorists 'out of the shadows?'
https://t.co/u2b0weVsvr",General,,1,0
7/15/16,0:55:44,R,Before,RepAnnWagner,"Death toll over 75. As we pray for #Nice we must all, as a united and free people, steel our resolve to destroy terrorism across the globe.",France Attacks,,1,0
2/23/16,16:33:29,R,Before,RepRyanZinke,"Obama’s plan to bring terrorists to US soil is absurd, illegal &amp; falls short of the conduct of Commander in Chief https://t.co/KOwTVziwen",General,,1,0
9/29/15,12:52:23,R,Before,RepDavidRouzer,Joined 33 colleagues to write Sec Carter re:reports of altered #ISIS intel reports from senior level #DoD staff on #Syria antiterror efforts,General-Islamic,,1,0
7/14/15,19:42:13,R,Before,RepDavidRouzer,Rolling back sanctions on Iran means they will have more money to fund acts of terrorism and build nuclear weapons.  http://t.co/Xr5uPK9nUJ,General-Iran,,1,0
11/30/15,18:53:40,R,Before,RepHolding,"Iran continues to promote terror throughout the world – and according to the New York Times, more aggressively... https://t.co/E0aW5UdCKR",General-Iran,,1,0
9/21/16,22:28:19,R,Before,PatrickMcHenry,Proud to vote FOR my friend @RepPoliquin's bill to limit #Iran's financing of terror which just passed. LEARN MORE-&gt; https://t.co/UeFsWMF2RO https://t.co/Eb1ev8KhRz,General-Iran,,1,0
7/15/16,0:29:37,R,Before,RepReneeEllmers,Angered &amp; saddened by news of #BastilleDay terrorist attack in #Nice. Standing with &amp; praying for #France tonight. https://t.co/4YjILpuR8w,France Attacks,,1,0
2/23/16,18:48:48,R,Before,virginiafoxx,Bringing dangerous terrorists to the American homeland has been consistently rejected by bipartisan majorities in Congress.,General,,1,0
7/15/16,14:23:08,R,Before,RepAdrianSmith,"With our French allies reeling from another horrific attack, we must stand together against the evil of terrorism in our world. #PrayForNice",France Attacks,,1,0
7/15/16,15:16:28,R,Before,JeffFortenberry,"As the world mourns the victims of yet another horrific act of terror, we stand today in solidarity with the French. #NiceAttack",France Attacks,,1,0
2/23/16,22:10:42,R,Before,RepFrankGuinta,"Spanish arrest former #Guantanamo detainee on terror charges, same day Admin presents plan to close military prison https://t.co/4hILpRnKjJ",General-Guantanamo ,,1,0
7/14/15,21:23:15,R,Before,RepFrankGuinta,"I'm concerned the #IranDeal relieves #economic #sanctions with very little in return, which could result in increased #terrorist activity.",General-Iran,,1,0
7/15/16,1:45:41,R,Before,RepLanceNJ7,America stands united with our ally France in what appears to be another horrific act of terror. We pray for the victims &amp; their loved ones.,France Attacks,,1,0
7/18/12,23:12:13,R,Before,RepLanceNJ7,Heidi &amp; I send our thoughts &amp; prayers to the families of the Israeli tourists who were targets of today’s #Bulgaria bus terror attack.,General,,1,0
9/21/16,15:38:39,R,Before,RepTomMacArthur,Happening now: House Armed Services Committee Hearing on the rise of Islamic terror 15 years after 9/11 #NJ03 #NationalSecurity https://t.co/CW6DthwFFy,General-Islamic,,1,0
9/29/15,13:58:21,R,Before,RepTomMacArthur,Shouldn't we all agree #NotOneCent for Iran until they compensate the victims of its state-sponsored terrorism?,General-Iran,,1,0
9/21/16,22:53:58,R,Before,RepGarrett,House passed Community Counterterrorism Preparedness Act to provide additional training for first responders to prepare for terrorism,General,,1,0
7/15/16,14:51:41,R,Before,RepStevePearce,Nice death toll now 84 - saddened about this cowardly act of terror. Prayers are w/ those that lost their loved ones https://t.co/ekG6ODPjZM,France Attacks,,1,0
7/15/16,12:18:41,R,Before,RepPeteKing,We stand w France &amp; pray 4 victims of terror attack in Nice. America &amp; civilized world must destroy Islamist terror &amp; never drop our guard.,France Attacks,,1,0
4/19/13,12:20:32,R,Before,RepPeteKing,Praying that the 2nd terrorist in Boston will be stopped with no more casualties to police or innocent bystanders,Inside,,1,0
4/19/13,10:15:31,R,Before,RepPeteKing,Monitoring all night outstanding &amp; courageous work by FBI &amp; local police in tracking down terrorist murderers,General,,1,0
9/25/12,16:12:14,R,Before,RepPeteKing,Joining with West Babylon based Christian Assn of Nigerian-Americans to designate Boko Haram as Foreign Terrorist Org: http://t.co/eb10OPuq,General-Islamic,,1,0
7/5/16,22:26:11,R,Before,RepDanDonovan,"This week, the House takes action on fighting terrorism at home and abroad to keep Americans safe.",General,,1,0
7/15/16,1:21:34,R,Before,RepLeeZeldin,"Beyond mourning, we must renew our commitment to eliminate this rising terror threat. https://t.co/3RXs0qvp5i",France Attacks,,1,0
7/15/16,0:19:17,R,Before,RepDaveJoyce,Another terror attack in France. Sickened by it. It is one more act of terrorism taking more innocent lives. It needs to stop. #PrayForNice,France Attacks,,1,0
2/23/16,21:17:16,R,Before,RepDaveJoyce,"I want to stop terrorists from entering the USA, not not bring them here. What do you think - should we close GITMO?",General-Guantanamo ,,1,0
2/23/16,18:01:22,R,Before,RepDaveJoyce,"Tonight I will be voting in support of H.R. 4408, the National Strategy to Combat Terrorist Travel Act of 2016:  https://t.co/1v3WcQLEUf",General,,1,0
7/15/16,0:25:04,R,Before,RepBobGibbs,Terrible and sickening images of apparent terrorism out of France tonight. We must defeat this evil. #PrayForFrance,France Attacks,,1,0
7/15/16,13:18:07,R,Before,RepBradWenstrup,"Praying for the victims of the Nice terror attack. Praying, too, that good people on earth rise together to eliminate this scourge of evil.",France Attacks,,1,0
7/14/15,14:13:48,R,Before,RepBradWenstrup,"Since 1979, Iran has seldom acted in good faith, &amp; is the world’s largest state sponsor of terror. Today’s #IranDeal sounds like a bad deal.",General-Iran,,1,0
7/15/16,14:07:28,R,Before,boblatta,My heart breaks for the French people. We must stay united against forces that wish to inflict pain and terror on innocent people.,France Attacks,,1,0
7/5/16,15:36:45,R,Before,Jim_Jordan,Reps. Babin and Meadows: To fight terror we must begin by securing our homeland - Fox News - https://t.co/nHSkMvf7qC,General,,1,0
2/23/16,15:30:10,R,Before,RepJBridenstine,Obama wants to spend half-a-billion to violate a law he signed in December and bring terrorists into the U.S. #GITMO https://t.co/QvnjD79KAT,General-Guantanamo ,,1,0
7/14/15,19:16:31,R,Before,RepLouBarletta,"Concessions to #Iran create recipe for cheating. Too much notice for inspections, time to grow economy, fund terror. http://t.co/0ZO0kYwwBK",General-Iran,,1,0
7/15/16,0:33:39,R,Before,RepTomMarino,I am sickened by the news of yet another terrorist attack. My prayers are with France and all of the victims. This must stop. #PrayForNice,France Attacks,,1,0
9/29/15,21:39:40,R,Before,RepTomMarino,"Proud cosponsor of @RepMeehan's, Justice for Victims of Iranian Terrorism Act -Ensures #NotOneCent of $43.5B in sanctions relief for #Iran",General-Iran,,1,0
7/14/15,18:55:39,R,Before,RepFitzpatrick,Let's not forget: #Iran is the world's leading state sponsor of terror. http://t.co/c0lMOUL2Ri http://t.co/4c78mLbT3P,General-Iran,,1,0
7/14/15,13:27:15,R,Before,RepFitzpatrick,"Nxt wk, the Task Force to Investigate Terrorism Financing will take a closer look at Iran’s role in financing terror groups around the world",General-Iran,,1,0
7/14/15,13:26:19,R,Before,RepFitzpatrick,And have unapologetically continued their state sponsorship of terrorism.,General-Iran,,1,0
7/15/16,2:03:36,R,Before,RepBillShuster,We stand shoulder to shoulder with our friend and ally France in the face of what appears to be another horrific act of terror. #NiceFrance,France Attacks,,1,0
2/23/16,21:22:01,R,Before,RepBillShuster,"Obama has been trying to transfer terrorists to the US for 7 yrs. You better believe I will continue to fight this. 
https://t.co/e1248x0iLM",General,,1,0
11/30/15,19:32:39,R,Before,MikeKellyPA,"Pres. Obama says #ParisClimateConference will be a ""powerful rebuke"" to #ISIS terrorists. A more powerful rebuke? Deadly American-led force.",General-Islamic,,1,0
7/14/15,21:05:54,R,Before,MikeKellyPA,"Obama's #IranDeal leaves #Iran newly emboldened, wrongly legitimized, and ominously free to keep sponsoring terror. http://t.co/KB7WzDtYUu",General-Iran,,1,0
7/15/16,13:37:49,R,Before,RepTomRice,Sickened to wake to the news of yet another terror attack. I stand with France against radical terrorists who threaten our freedoms.,France Attacks,,1,0
2/23/16,17:49:27,R,Before,TGowdySC,"President Obama’s plan to relocate dangerous terrorists to United States soil is not only reckless, but against the law.",General-Guantanamo ,,1,0
7/15/16,14:57:31,R,Before,RepJoeWilson,Yesterday’s terror attack in Nice is another somber reminder that we are in a Global War on Terrorism https://t.co/PpAUg4HvCZ #PrayForNice,France Attacks,,1,0
2/23/16,17:46:25,R,Before,RepJoeWilson,Administration's own #s say 30% of terrorists released from #Guantanamo return to terrorism. See this article: https://t.co/zdBMkfTAXk,General-Guantanamo ,,1,0
2/23/16,16:00:56,R,Before,RepJoeWilson,I've visited #Guantanamo. That is where we should house these terrorists--not a domestic location near our schools and homes.,General-Guantanamo ,,1,0
2/23/16,15:47:30,R,Before,RepJoeWilson,"#Guantanamo holds the most dangerous terrorists.They should not be held at the Charleston Naval Brig—next to schools, neighborhoods, &amp;ports.",General-Guantanamo ,,1,0
2/23/16,15:43:32,R,Before,RepJoeWilson,".@POTUS' dangerous proposal to close #Guantanamo and transfer terrorists to locations in the US, potentially South Carolina, is unlawful.",General-Guantanamo ,,1,0
6/5/13,19:40:57,R,Before,RepJoeWilson,Victims of #FortHood &amp; #LittleRock shootings should receive #PurpleHeart. Lives taken by terrorists deserve honor &amp; recognition #FY14NDAA,Inside,Latino,1,1
7/15/16,18:46:39,R,Before,DesJarlaisTN04,My thoughts and prayers go out to Nice and all those who have been affected by this act of terror.,France Attacks,,1,0
2/23/16,15:48:46,R,Before,DesJarlaisTN04,"We should not be giving terrorists the same due process afforded to American citizens. #Gitmo
#Guantanamo @FoxNews https://t.co/Dx88kZtO2d",General-Guantanamo ,,1,0
2/23/16,20:25:16,R,Before,RepBrianBabin,Last week @POTUS ignored deadline for plan to defeat ISIS &amp; instead offers terrible idea to bring terrorists to U.S. https://t.co/Z8dcCLZHf8,General-Islamic,,1,0
7/14/15,17:27:07,R,Before,RepBrianBabin,"President has made a ""deal"" w/ a terrorist regime that regularly chants death to America, burns our flag &amp; has killed hundreds of Americans.",General-Iran,,1,0
7/15/16,14:13:02,R,Before,RepRWilliams,"Islamic terrorists know no borders, whether they target our allies abroad or our communities here, at home",General-Islamic,,1,0
7/15/16,1:56:14,R,Before,RepRWilliams,"My heart goes out again to France, our oldest friend, which has suffered another immense loss of life at the hands of another terrorist",France Attacks,,1,0
7/15/16,14:47:20,R,Before,michaelcburgess,The U.S. stands in solidarity with our longest ally France as they mourn those lives lost in the devestating terror attack in #Nice,France Attacks,,1,0
2/23/16,16:12:05,R,Before,TXRandy14,Closing Gitmo and transferring these dangerous terrorists to United States soil is a terrible and illogical idea. https://t.co/QIsr778Kcw,General-Guantanamo ,,1,0
7/5/16,22:37:42,R,Before,RepMcCaul,Let's call our enemy what it is: radical Islamist terrorism. New @GOPLeader bill forces admin to do exactly that: https://t.co/fjJ9reMdb1,General-Islamic,,1,0
11/25/15,15:17:21,R,Before,RepKevinBrady,Brady: Combating terrorism and foreign fighter travel https://t.co/KplwlnB0al via @ScoopHouston,General,,1,0
9/21/16,14:33:34,R,Before,RepRatcliffe,WATCH LIVE as we discuss how to ensure local police are properly equipped to protect our communities in the face of terrorist attacks. https://t.co/xIIxrQtiHB,General,,1,0
7/15/16,15:03:37,R,Before,SamsPressShop,I pray for all the families &amp; friends who were affected in the terrorist attack in Nice. Our hearts are heavy as we #StandWithNice,France Attacks,,1,0
7/15/16,14:27:15,R,Before,JudgeTedPoe,"Last night, a cowardly terrorist plowed a heavy truck full of weapons and explosives into the crowds who were... https://t.co/yhn9lVlNnc",France Attacks,,1,0
11/30/15,16:51:35,R,Before,JudgeTedPoe,"Today's Terrorism Update: 
The U.S. embassy in Kabul warned today of an imminent attack in the Afghan capital,... https://t.co/Ho7KUlO6R0",General-Islamic,,1,0
10/29/15,13:48:24,R,Before,JudgeTedPoe,"Today's Terrorism Update:
Pentagon officials announced today that Ahmed Ould Abdel Aziz, a detainee at the... https://t.co/3WrqknKySJ",General-Islamic,,1,0
9/29/15,13:43:41,R,Before,JudgeTedPoe,"Today's Terrorism Update:
The U.S. military launched an airstrike this morning in Kunduz to help clear the way... http://t.co/dAhlO5Vwys",General-Islamic,,1,0
7/14/15,22:06:00,R,Before,JudgeTedPoe,"Today's #TerrorismUpdate:
http://t.co/CT0gN9tUbZ",General-Islamic,,1,0
10/22/14,20:15:37,R,Before,JudgeTedPoe,Check out my latest op-ed on http://t.co/zRKdDviN2O about how illegal poaching is funding terrorism.... http://t.co/qpuU1RtF6C,General-Islamic,,1,0
2/23/16,17:27:21,R,Before,RepChrisStewart,The President is delusional if he thinks we in Congress will agree to bring terrorists into the United States. #utpol #Guantanamo,General-Guantanamo ,,1,0
11/30/15,23:10:26,R,Before,RepChrisStewart,I'll be on @cspan tomorrow morning discussing terrorism at 7:45-8:30am ET. Make sure to watch &amp; call in w/ yours questions! #utpol @cspanwj,General,,1,0
7/15/16,13:59:23,R,Before,RepDaveBrat,New details are emerging about the terrorists responsible for the #BastilleDay attack that left at least 84 people https://t.co/Jd10dcVkPA,France Attacks,,1,0
7/5/16,15:50:31,R,Before,RepDaveBrat,Good piece by my @freedomcaucus colleagues @RepBrianBabin &amp; @RepMarkMeadows on securing the Homeland to fight terror https://t.co/2K1qsFrwZg,General,,1,0
7/5/16,16:49:40,R,Before,RepScottRigell,Humbling. Thx @daily_press for supporting #TerroristFirearmsPrevention Act. https://t.co/Q98WGArxlZ,General,,1,0
9/29/15,18:32:05,R,Before,RepScottRigell,Proud of my friend @RepMeehan! #NotOneCent in sanctions relief until Iranian terror victims get their compensation. https://t.co/tawoRrk6jH,General-Iran,,1,0
7/14/15,22:57:01,R,Before,EricCantor,We must not forget the expanded ability Iran will have to fund terrorist groups once sanctions are lifted » http://t.co/tc8xLoEoFb #IranDeal,General-Iran,,1,0
7/14/15,22:48:34,R,Before,EricCantor,We must not forget that Iran is the leading state sponsor of terrorism » http://t.co/tc8xLoEoFb #IranDeal #NeverForget,General-Iran,,1,0
7/15/16,15:49:40,R,Before,Randy_Forbes,We grieve with France. We stand with France against terrorists who attack the very ideals of freedom we stand for. https://t.co/ZRh9VFTyZO,France Attacks,,1,0
9/29/15,15:26:11,R,Before,RepRibble,#Iran shouldn't get $100 billion in sanctions relief--victims of its terrorism still await compensation. #NotOneCent https://t.co/BbFLTi8Tq3,General-Iran,,1,0
7/15/16,1:52:50,R,Before,RepAlexMooney,My thoughts &amp; prayers are with those in #Nice tonight. These senseless acts of terrorism around the world must stop. https://t.co/ZvqilOW1l6,France Attacks,,1,0
7/15/16,14:57:58,R,Before,RepMcKinley,Terrorism will never shake the foundation of freedom loving countries. #NiceFrance,France Attacks,,1,0
7/15/16,6:00:00,R,Before,lisamurkowski,"Shocked &amp; horrified at what appears to be a horrific terrorist attack in Nice, France. Prayers to the victims &amp; all affected by the tragedy.",France Attacks,,1,0
2/23/16,6:00:00,R,Before,SenShelby,.@POTUS' plan to close Guantanamo &amp; move radical terrorists onto U.S. soil is imprudent &amp; reckless: https://t.co/oHE2w1r5xP,General-Guantanamo ,,1,0
7/15/16,6:00:00,R,Before,JohnBoozman,Our prayers go out to the people of France after yet another horrific terror attack. We must be united against terror. We stand with #France,France Attacks,,1,0
7/15/16,6:00:00,R,Before,SenCoryGardner,Sickened by another apparent terrorist attack in Europe. The U.S. stands shoulder to shoulder with the people of France.,France Attacks,,1,0
2/23/16,6:00:00,R,Before,SenCoryGardner,I spoke with @NPR about @POTUS' reckless plan to move #GTMO terrorists to the U.S.: https://t.co/pMoyUjUBzA,General-Guantanamo ,,1,0
2/23/16,6:00:00,R,Before,SenCoryGardner,Moving #GTMO terrorists to the U.S. is a grave threat to Colorado and our national security: https://t.co/UUy9NgBsRk,General-Guantanamo ,,1,0
7/14/15,6:00:00,R,Before,SenCoryGardner,"Iran sponsors terror worldwide. Against America, Israel, others. What will they do with billions in sanctions relief? With no arms embargo?",General-Iran,,1,0
7/14/15,6:00:00,R,Before,SenCoryGardner,Sanctions relief in this deal would give Iran billions to pour directly into their network of international terrorist organizations.,General-Iran,,1,0
7/14/15,6:00:00,R,Before,SenCoryGardner,"Deal lifts the arms embargo against Iran, the world's largest state sponsor of terror. And the more detail we learn, the worse it seems.",General-Iran,,1,0
2/23/16,6:00:00,R,Before,sendavidperdue,Americans will not stand the thought of placing terrorists on U.S. soil. #GITMO https://t.co/KEt7DAPcID https://t.co/YQcVDkPieR,General-Iran,,1,0
2/23/16,6:00:00,R,Before,SenatorKirk,I join my colleagues @senatortimscott @senpatroberts @sencorygardner in defending #US from accepting #Gitmo terrorists into our backyards,General-Guantanamo ,,1,0
2/23/16,6:00:00,R,Before,SenatorKirk,American taxpayers have spent more than $5b to keep #Gitmo terrorists behind bars and off the battlefield ‚Äì that‚Äôs where they should stay.,General-Guantanamo ,,1,0
2/18/16,6:00:00,R,Before,SenatorKirk,Admin released top bin Laden confidant to #Sudan &amp; he rejoined terrorist fight. This is why we must #KeepGitmoOpen https://t.co/4tEJbUGQK9,General-Islamic,,1,0
7/15/16,6:00:00,R,Before,SenDanCoats,The civilized world must come together to defeat the spreading cancer of indiscriminate murder through acts of terrorism,General,,1,0
7/15/16,6:00:00,R,Before,SenDanCoats,Terrorism has hit France yet again. Our condolences go out to the French people,France Attacks,,1,0
2/23/16,6:00:00,R,Before,SenDanCoats,"There is strong, bipartisan opposition in Congress to bringing terrorists from Guantanamo to American soil",General-Guantanamo ,,1,0
2/23/16,6:00:00,R,Before,SenDanCoats,"For years, the facility at Guantanamo Bay has been a valuable tool in our counterterrorism efforts",General-Guantanamo ,,1,0
11/30/15,6:00:00,R,Before,SenDanCoats,I spoke with @wolfblitzer about reports that a Paris terror attack suspect may be in Syria https://t.co/bM0zwDG92n,France Attacks,,1,0
11/30/15,6:00:00,R,Before,SenDanCoats,I spoke with @wolfblitzer on @CNN about new terrorist threats https://t.co/yO1muYF5wA,France Attacks,,1,0
10/22/14,6:00:00,R,Before,SenDanCoats,I wrote an op-ed in today's @USATODAY: Don't take away anti-terror tools http://t.co/UlVdXriwT8,France Attacks,,1,0
6/10/16,6:00:00,R,Before,SenateMajLdr,#Obama doesn‚Äôt like bipartisan prohibitions on transferring hardcore terrorists from #Guantanamo to America. https://t.co/8Nbf0QzBYS,General-Guantanamo ,,1,0
2/23/16,6:00:00,R,Before,SenateMajLdr,"Despite @POTUS' plan, moving #Gitmo terrorists to U.S. communities is wrong and illegal. https://t.co/zQUgHVuRw8 https://t.co/uxWo0RxPXn",General-Guantanamo ,,1,0
2/23/16,6:00:00,R,Before,SenateMajLdr,.@POTUS would like to detain #Gitmo terrorists in the US despite the fact that it would be illegal under current law to do so. #Guantanamo,General-Guantanamo ,,1,0
2/23/16,6:00:00,R,Before,SenateMajLdr,Who are the #Guantanamo terrorists that @POTUS wants to import to the US? #Gitmo https://t.co/oPPao0FxfP,General-Guantanamo ,,1,0
7/14/15,6:00:00,R,Before,SenateMajLdr,The #Senate must now weigh why a #nuclear agreement = reduced pressure on the world's leading state sponsor of terror. #IranDeal,General-Iran,,1,0
2/23/16,6:00:00,R,Before,SenThadCochran,Bipartisan prohibitions on transferring #GITMO terrorist detainees to the US won't be set aside any time soon. https://t.co/pdwuJ35tIX,General-Guantanamo ,,1,0
7/15/16,6:00:00,R,Before,SenThomTillis,"My full statement on the horrific #BastilleDay terrorist attack in Nice, France. #PrayForNice https://t.co/jOwHGizsLO",France Attacks,,1,0
2/23/16,6:00:00,R,Before,SenThomTillis,The Obama admin's transfer of terrorists from #Gitmo to other countries has proven to be an unmitigated disaster. https://t.co/mPvoM2ncRJ,General-Guantanamo ,,1,0
7/14/15,6:00:00,R,Before,SenThomTillis,"List of concessions to Iran include: no snap inspections, no resolution of weaponization activities, no dismantling of Iran terror network.",General-Iran,,1,0
7/15/16,6:00:00,R,Before,SenatorBurr,We are at war with terrorists who have the intent and capability to kill innocent people across the globe. #NiceAttack,France Attacks,,1,0
7/15/16,6:00:00,R,Before,SenatorBurr,My statement on the terror attack in #Nice https://t.co/q1xMZWIKYd,France Attacks,,1,0
2/23/16,6:00:00,R,Before,SenatorBurr,"Recently, we learned that one of the former prisoners at #Gitmo is back fighting for Al-Qaeda's terrorist agenda.",General-Guantanamo ,,1,0
2/23/16,6:00:00,R,Before,JimInhofe,Bringing these terrorists from Gitmo to the U.S. will endanger any community that will house them. https://t.co/jlyLcH28U6,General-Guantanamo ,,1,0
7/15/16,6:00:00,R,Before,SenatorLankford,"What has changed over the last year in Iran being the largest state sponsor of terrorism? 

Director of National Intelligence: ""Nothing.""",General-Iran,,1,0
7/15/16,6:00:00,R,Before,SenatorLankford,"My heart breaks for yet another barbaric murder of so many people in France, 8 months after Paris. #PrayforNice Terror will never win.",France Attacks,,1,0
7/14/15,6:00:00,R,Before,SenatorLankford,"I remain hopeful for a diplomatic solution, but #Iran is world‚Äôs largest state-sponsor of terrorism. This is impossible to ignore. #IranDeal",General-Iran,,1,0
7/15/16,6:00:00,R,Before,SenToomey,Sen. Toomey Releases Statement on Terrorist Attack in #NiceFrance https://t.co/GvJoPh8qvM,France Attacks,,1,0
2/23/16,6:00:00,R,Before,SenToomey,The fact is @POTUS has signed multiple bills prohibiting the transfer of dangerous terrorists to U.S. soil. #Gitmo,General-Guantanamo ,,1,0
7/14/15,6:00:00,R,Before,SenToomey,‚Ä¶for terrorism while ushering in a nuclear arms race throughout the Middle East. 3/3,General,,1,0
2/23/16,6:00:00,R,Before,SenJohnThune,President Obama is putting American communities at risk with his plan to close #Gitmo &amp; move terrorists stateside. https://t.co/IUbf3RMNOl,General-Guantanamo ,,1,0
7/15/16,6:00:00,R,Before,SenBobCorker,We are heartbroken by the senseless terror attack in Nice that took the lives of so many people. #PrayForNice https://t.co/YuSTbKMkIW,France Attacks,,1,0
5/21/14,6:00:00,R,Before,SenBobCorker,#SFRC hearing today at 10:00 a.m. ET on the 2001 #AUMF &amp; the evolving threat of terrorism: http://t.co/Ay1KZ8x97x http://t.co/8CNZ2s5FAe,General,,1,0
7/15/16,6:00:00,R,Before,SenRonJohnson,Johnson Statement on Terrorist Attack in Nice https://t.co/HXo4Awo2FL,France Attacks,,1,0
7/15/16,10:21:10,R,Before,RepHartzler,"The horror of yesterday's #NiceAttack remind us terrorists will use trucks, guns, &amp; bombs to kill. Bans aren't answer; resolve &amp; plan are.",France Attacks,,1,0
7/15/16,17:06:51,D,Before,NormaJTorres,Keeping #Nice in my thoughts. Messages from around the globe of unity &amp; grief give me hope that humanity will prevail over terror.,France Attacks,,1,0
5/21/14,22:02:01,D,Before,RepBera,Took part in Foreign Affairs hearing today on brutal terrorist group Boko Haram. U.S. must do all it can to help #BringBackOurGirls,General-Islamic,,1,0
7/15/16,15:30:18,D,Before,gracenapolitano,"Our prayers are once again with the people of France today, following last night's horrific terror attack in Nice. https://t.co/FCanegaA8g",France Attacks,,1,0
11/30/15,15:16:33,D,Before,BradSherman,"I was on @MSNBC discussing #terrorism, #Russia, #Turkey, #SyrianRefugees, and combating #ISIS https://t.co/OAjqHEFdJ7",General-Islamic,,1,0
2/23/16,16:58:07,D,Before,RepAdamSchiff,"We have a proven and effective alternative in our federal courts, which have consistently disposed of our most serious terrorism cases.",General,,1,0
2/23/16,16:56:33,D,Before,RepAdamSchiff,"Continued operation of #GTMO damages our 'intnl standing, provides propaganda tool for terror &amp; costs 100s of millions of dollars each year.",General-Guantanamo ,,1,0
7/14/15,13:46:10,D,Before,RepAdamSchiff,"... to back the Houthi rebels in Yemen, to its unrelenting hostility to Israel and its support of terror around the world.",General-Iran,,1,0
7/15/16,2:03:04,D,Before,RepMcNerney,"Thinking about the ppl of Nice, another community shaken by senseless violence &amp; apparent terrorism. #PrayForNice https://t.co/n5rSdK8ZZi",France Attacks,,1,0
7/15/16,16:03:36,D,Before,RepPerlmutter,America grieves with France &amp; the people of Nice. We will continue to stand together &amp; fight terrorism. Liberty will endure. #PrayForNice,France Attacks,,1,0
7/15/16,2:42:59,D,Before,rosadelauro,My thoughts and prayers tonight are with the people of France. The horrific attack on Nice only strengthens our resolve against terrorism.,France Attacks,,1,0
7/15/16,1:01:22,D,Before,RepHastingsFL,"My statement on the terrorist attack in Nice, France: https://t.co/DJG1yviqAF  #PrayForNice",France Attacks,,1,0
7/15/16,0:49:57,D,Before,RepBillFoster,We stand in solidarity with the French people as they respond to the horrific terrorist attack in Nice. #FranceAttack #PrayForNice,France Attacks,,1,0
7/15/16,3:37:14,D,Before,RepAndreCarson,"Horrible news out of Nice, #BastilleDay attack kills dozens. We stand w/France in the fight against terror &amp; send love to their community",France Attacks,,1,0
7/24/13,17:23:12,D,Before,RepAndreCarson,@RCDefense Q wasn't suggesting pivot is shift in war on terror. Rather to highlight possible perception in S.E. Asia that we should counter.,General,,1,0
4/19/13,13:31:59,D,Before,RepAndreCarson,"The people of Boston, and our nation as a whole, stand together in defiance of terror. http://t.co/IGkGtGxv7P",Inside,,1,0
7/15/16,13:24:33,D,Before,RepStephenLynch,"For an area that experienced terrorist attack by shooter who pledged allegiance to Islamic State, lack of assistance merits re-examination.",Inside,Other,1,1
7/15/16,13:21:42,D,Before,RepStephenLynch,"Given importance of these grants to anti-terrorism preparedness &amp;response, it's imperative we conduct meaningful oversight of the program",Inside,Other,1,1
7/15/16,13:18:30,D,Before,RepStephenLynch,The purpose of the Urban Area Security Initiative is to assist cities in their anti-terrorism preparedness and response efforts.,Inside,Other,1,1
7/15/16,13:17:55,D,Before,RepStephenLynch,Thanks to our witnesses for dedicated public service in the wake of the devastating terrorist attack and mass shooting at Pulse Nightclub,Inside,Other,1,1
7/15/16,13:17:31,D,Before,RepStephenLynch,"Before we begin, our thoughts and prayers go out to all of the victims and their families in last night's horrific terrorist attack in #Nice",France Attacks,,1,0
7/15/16,1:23:07,D,Before,RepJeffries,"The terrorists seek to break our spirit, but we will not be broken #PrayForNice https://t.co/uYfXSM9pDa",France Attacks,,1,0
7/15/16,15:54:57,D,Before,NitaLowey,"My prayers are with the victims of yesterday’s appalling attack in #Nice, which appears to be an act of terrorism, and their families.",France Attacks,,1,0
9/21/16,14:48:27,D,Before,RepKathleenRice,Happening now: Homeland Security hearing on preventing terrorist attacks in the U.S. Watch it here: https://t.co/ci8csGhg6g,General,,1,0
7/15/16,3:05:52,D,Before,repjimcooper,Another terrible day in France. We mourn so many innocent lives lost. We must stop these awful terrorist attacks and those behind them.,France Attacks,,1,0
5/21/14,22:34:39,D,Before,Jim_Moran,DOD’s Quadrennial Def. Review stated threat of climate change a serious nat'l security vulnerability that could enable terrorist activity.,General,,1,0
